Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",343.0,265.0,ST,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",703.0,516.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",100.0,92.0,ST,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",72.0,17.0,SC,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Economics (5 Years, Integrated Master of Science)",2384.0,2384.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",37.0,37.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1924.0,1367.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",31.0,31.0,OBC-NCL,true
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",166.0,51.0,ST,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",688.0,688.0,ST,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Exploration Geophysics (5 Years, Integrated Master of Science)",3647.0,3647.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Instrumentation Engineering (4 Years, Bachelor of Technology)",155.0,155.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",2461.0,2461.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",100.0,100.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",741.0,663.0,ST,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Chemical Engineering (4 Years, Bachelor of Technology)",2587.0,2424.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",419.0,315.0,EWS,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Civil Engineering (4 Years, Bachelor of Technology)",19.0,19.0,OBC-NCL,true
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",39.0,22.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",152.0,83.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",26.0,26.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",2287.0,1957.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",1288.0,1219.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",348.0,118.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Engineering Physics (4 Years, Bachelor of Technology)",2849.0,1018.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mathematics and Computing (4 Years, Bachelor of Technology)",89.0,89.0,EWS,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Mathematics and Computing (4 Years, Bachelor of Technology)",36.0,36.0,OBC-NCL,true
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mathematics and Computing (4 Years, Bachelor of Technology)",866.0,469.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",780.0,780.0,EWS,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1346.0,1346.0,EWS,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2019,"Civil Engineering (4 Years, Bachelor of Technology)",204.0,204.0,OPEN,false
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (4 Years, Bachelor of Technology)",4029.0,3150.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Aerospace Engineering (4 Years, Bachelor of Technology)",29.0,29.0,OBC-NCL,true
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Applied Geology (5 Years, Integrated Master of Science)",77.0,1184.0,ST,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Chemical Engineering (4 Years, Bachelor of Technology)",571.0,373.0,ST,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1422.0,1422.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Chemistry (5 Years, Integrated Master of Science)",2523.0,1757.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Civil Engineering (4 Years, Bachelor of Technology)",75.0,75.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",4253.0,4249.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",932.0,560.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",11.0,11.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",510.0,510.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",1355.0,976.0,SC,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",5175.0,5175.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",2220.0,2220.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",72.0,72.0,OPEN,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",577.0,577.0,EWS,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",251.0,251.0,OPEN,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",2392.0,1996.0,OBC-NCL,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",574.0,534.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Chemical Engineering (4 Years, Bachelor of Technology)",1940.0,1243.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3491.0,2045.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",62.0,62.0,EWS,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1.0,1.0,ST,true
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (4 Years, Bachelor of Technology)",120.0,120.0,EWS,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Engineering Physics (4 Years, Bachelor of Technology)",76.0,76.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",108.0,8.0,ST,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2019,"Civil Engineering (4 Years, Bachelor of Technology)",7971.0,6442.0,OPEN,false
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",2547.0,2272.0,SC,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2019,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1069.0,1018.0,ST,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Aerospace Engineering (4 Years, Bachelor of Technology)",7615.0,5752.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",828.0,828.0,EWS,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",7380.0,6990.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Architecture (5 Years, Bachelor of Architecture)",18448.0,16403.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Architecture (5 Years, Bachelor of Architecture)",6054.0,6054.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Civil Engineering (4 Years, Bachelor of Technology)",1197.0,1197.0,EWS,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",119.0,81.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",441.0,287.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electrical Engineering (4 Years, Bachelor of Technology)",91.0,88.0,EWS,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",625.0,476.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",20.0,20.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",38.0,38.0,OBC-NCL,true
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2019,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",9545.0,9218.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",762.0,679.0,ST,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",1812.0,1797.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",921.0,787.0,OBC-NCL,false
Indian Institute of Technology Mandi,AI,Female-only (including Supernumerary),2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",418.0,418.0,ST,false
Indian Institute of Technology Mandi,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (4 Years, Bachelor of Technology)",5309.0,4757.0,OBC-NCL,false
Indian Institute of Technology Mandi,AI,Female-only (including Supernumerary),2019,"Data Science and Engineering (4 Years, Bachelor of Technology)",1040.0,1040.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",4403.0,2411.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Chemical Engineering (4 Years, Bachelor of Technology)",1065.0,602.0,SC,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Electrical Engineering (4 Years, Bachelor of Technology)",32.0,32.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Engineering Physics (4 Years, Bachelor of Technology)",299.0,250.0,EWS,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mathematics and Computing (4 Years, Bachelor of Technology)",437.0,437.0,ST,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",1482.0,1337.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125.0,2875.0,OPEN,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",7047.0,4811.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2019,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",435.0,319.0,EWS,false
Indian Institute of Technology Delhi,AI,Female-only (including Supernumerary),2019,"Textile Technology (4 Years, Bachelor of Technology)",6542.0,4914.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",444.0,303.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Female-only (including Supernumerary),2019,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1237.0,599.0,OBC-NCL,false
